unique_ID,aine_kood,nimi_et,nimi_en,eap,semester,hindamisviis,keel,linn,oppeaste,veebiope,eeldusained,kirjeldus,eesmargid,opivaljundid,hindamise_info
LOKT.06.061,LOKT.06.061,Sissejuhatus elektroanalüütilisse keemiasse,Introduction to Electroanalysis,3.0,kevad,"Eristamata (arv, m.arv, mi)",inglise keel,,magistriõpe,põimõpe,,"Aine annab teadmised põhilistest elektroanalüütilistest meetoditest, mis põhinevad potentsiomeetrial ja voltamperomeetrial. Lisaks tutvutakse elektrokeemiline impedantsspektroskoopia ja kulonomeetriaga. Käsitletakse teoreetilisi aluseid, analüütilist võimekust ja praktilisi rakendusi.",Aine eesmärk on anda algteadmised eletroanalüüsimeetoditest.,"Aine läbinud tudeng:, 1. Mõistab elektrokeemiliste analüüsimeetodite tööpõhimõtteid ja fundamentaalseid erinevusi nende vahel., 2. Teab põhiliste elektroanalüütiliste meetodite aparatuuri., 3. Võrdleb elektroanalüütilsi meetodeid., 4. Valib probleemile sobiva analüüsimeetodi.",Hinne kujuneb suulisel arvestusel.
ARNH.01.029,ARNH.01.029,Päike ja nahk,Sun and Skin,1.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,"bakalaureuseõpe, magistriõpe, doktoriõpe, rakenduskõrgharidusõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,Antakse ülevaade patoloogilistest muutustest nahas päikese toimel.,Anda ülevaade päikese toimest nahale ja ultraviolettkiirguse toimest põhjustatud patoloogiatest.,Üliõpilane on omandanud teadmised päikese kasulikust ja kahjulikust mõjust nahale.,
ARTH.03.046,ARTH.03.046,Uuringute kavandamine terviseteadustes,Research Design in Health Sciences,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,magistriõpe,põimõpe,ARTH.03.041 (Epidemioloogia ja uurimismeetodid terviseteadustes) JA ARTH.02.057 (Rahvatervishoiu alused),"Kursuses käsitletakse järgmisi teemasid: põhjuslike seoste uurimise põhimõtted; mõjurile eksponeerituse ja selle tagajärgede hindamine; peamised uuringukavandid (vaatlusuuringud, sh. ökoloogilised, kohort, juhtkontroll- ja läbilõikeuuringud); uuringute valiidsus ja nihe. Teadusartiklite lugemine ja kriitiline analüüs.",Anda ülevaade uuringute kavandamise põhimõtetest ja erinevatest uuringukavandi tüüpidest ning valmistada tudengeid ette iseseisvaks uuringu läbiviimiseks tulevikus.,"Õppeaine läbinu:, -tunneb peamisi uuringukavandi tüüpe, -oskab tuvastada võimalikke segavaid tegureid ning nende mõju uuringu tulemustele, -oskab lugeda ja tõlgendada teaduskirjandust","Kursus lõpeb eksamiga.
Eksamil hinnatakse magistrantide teadmisi ja orienteerumist:
- erinevate uurimuse kavandite tundmise osas
- uuringutulemuste tõlgendamise osas"
LTAT.05.006,LTAT.05.006,Tarkvara testimine,Software Testing,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,bakalaureuseõpe,põimõpe,(MTAT.03.094 (Tarkvaratehnika) VÕI LTAT.05.003 (Tarkvaratehnika)),Tutvutakse süstemaatiliselt tähtsamate tarkvara testimise metoodikatega,"Aines käsitletakse tarkvara kvaliteedikontrolli ja testimise põhimõisteid, erinevaid testimisstrateegiaid ning testide tüüpe. Ülevaade antakse samuti erinevatest tarkvaras esinevatest vigadest, vigade haldamisest ja testimisorganisatsiooni rollist tarkvaraprojekti vältel.","Aine edukal läbimisel on üliõpilane, 1) teab testimise rolli osatähtsust tarkvaraarenduse protsessis;, 2) on võimeline läbi viima testimise planeerimist ja dokumenteerimist;, 3) teab erinevaid testimise tehnikaid;, 4) oskab läbi viia staatilist testimist ja vigade hinnangut;, 5) oskab automatiseerida GUI testimist.","On successful completion of this course, students will be able to demonstrate knowledge of:
- The role of testing in the software development process
- Test planning and documentation
- Different types of testing techniques
- Static testing and defect estimation
- Automated testing"
LTMS.00.003,LTMS.00.003,Kõrgem matemaatika,Calculus I,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Kõrgema matemaatika kursus, milles käsitletakse järgmisi teemasid: maatriksid, determinandid, lineaarvõrrandisüsteemid, funktsioonid ja nende graafikud, funktsiooni piirväärtus ja pidevus, funktsiooni tuletis ja diferentsiaal ning nende rakendused, määramata integraal ja selle rakendused",See kursus annab algteadmised kõrgemas matemaatikas. Õppija arendab arvude ja arvutamisega seotud õpioskusi õpitavate teemade ja ülesandetüüpide lõikes.,"Õppeaine läbinud õppija:, Selle kursuse läbinud üliõpilane:
- oskab lahendada lineaarseid võrrandisüsteeme.
- teab funktsiooni mõistet, funktsioonide liigitust. Oskab ära tunda põhiliste elementaarfunktsioonide graafikuid.
- oskab arvutada piirväärtust ja teab piirväärtuse põhiomadusi. Teab pideva funktsiooni mõistet.
- teab tuletise ja diferentsiaali mõisteid; teab tuletise põhilisi omadusi ja oskab neid leida; teab tuletise ja diferentsiaali tähtsamaid rakendusi;
- oskab uurida funktsiooni ja teab, mis on kasvavad/kahanevad, kumerad/nõgusad funktsioonid;
- teab algfunktsiooni mõistet ja oskab leida määramata integraali lihtsamal juhul;
- valib ülesannete lahendamiseks sobivad matemaatilised kontseptsioonid (valemid) ning rakendab neid ülesannete lahendamisel.","Lõpphinne kujuneb kas (1) kontrolltöö ja tunnikontrollide koondpunktide põhjal (täpsem info Moodle'i kursusel) vastavalt Moodle'i kursusel antud tingimustele (täpsem info Moodle'i kursusel), või (2) ainult eksamitöö põhjal vastavalt Moodle'i kursusel antud tingimustele (täpsem info Moodle'i kursusel), seejuures eksamitöö loetakse positiivselt sooritatuks, kui eksamitöö eest on saadud nõutud arv punkte (täpsem info Moodle'i kursusel)."
LOKT.06.016,LOKT.06.016,Vedelikkromatograafia ja massispektromeetria,Liquid Chromatography and Mass Spectrometry,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,"bakalaureuseõpe, magistriõpe",põimõpe,,"Kursus annab põhjalikud teadmised kromatograafias ja massispektromeetrias. Kursus koosneb loengutest, seminaridest ja praktilistest töödest. Käsitlusele tulevad teemad hõlmavad: 
1. Kromatograafia põhialused. Kromatograafiline protsess, selle matemaatiline modelleerimine.
2. Vedelkromatograafia meetodid: statsionaarsed faasid (RP, NP, IE jne), mobiilsed faasid, seadmed, detektorid, praktilised rakendused. 
3. Meetodi väljatöötamine vedelikkromatograafias. 
4. Massispektromeetria - ionisatsiooniallikad, kõrge ja madala resolutsiooniga massianalüsaatorid. 
5. Massispektromeetrite kui vedelikkromatograafia detektorite eripära (ionisatsiooni efektiivsus, maatriksifektid). 6. Praktilised aspektid: proovi ettevalmistamine. 
7. Kõrglahutusega massispektromeetria ja isotoopide suhte massispektromeetria.",Kursuse eesmärk on anda üliõpilastele süvendatud teadmised vedelikkormatograafiast ja massispektromeetriast.,"Kursuse läbinud tudeng tunneb vedelkromatograafia ja massispektromeetria järgmisi aspekte: , 1. Vedelikkromatograafia põhialused. Kromatograafiline protsess, selle matemaatiline modelleerimine. , 2. Vedelkromatograafia meetodid: statsionaarsed faasid (RP, NP, IE jne), mobiilsed faasid, seadmed, detektorid, praktilised rakendused. , 3. Meetodi väljatöötamine vedelikkromatograafias. , 4. Massispektromeetria - ionisatsiooniallikad, kõrge ja madala resolutsiooniga massianalüsaatorid. , 5. Massispektromeetrite kui vedelikkromatograafia detektorite eripära (ionisatsiooni efektiivsus, maatriksi efektid). , 6. Praktilised aspektid: proovi ettevalmistamine. , 7. Kõrglahutusega massispektromeetria ja isotoopide suhte massispektromeetria.","The final score is formed at a written examination. There will be 4 theoretical questions from the predefined list and one problem question (the exact problem question is not listed but examples of similar problem questions will be given). The list will be finalized after the course and will be available via the study information system. Use of lecture materials will not be allowed.

The evaluation is statistical: the student will receive 4 questions from a large number of possible questions plus one problem question. Every question has been assigned a weight and they will be separately evaluated using a ten-point system. For estimation of knowledge of concepts their understanding, ability of construction of conclusions and knowledge of the facts is considered. The resulting scores are summed (using the weights) and the sum is normalized to 100."
LOFY.01.070,LOFY.01.070,Loodusteadusliku mõtlemisviisi kujundamine koolifüüsikas,Formation of Science Thinking in School Physics,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,"bakalaureuseõpe, magistriõpe, doktoriõpe, rakenduskõrgharidusõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,Aine annab ülevaate mõtlemisviisidest. Analüüsitakse loodusteaduslikku ja täppisteaduslikku mõtlemisviisi. Tutvutakse loodusteadusliku mõtlemisviisi kasutamisvõimalustega põhikooli füüsikas. Esitatut ilmestatakse arvukate näidete ja kvalitatiivsete ülesannete lahendamise ning analüüsiga.,Anda ülevaade loodusteaduslikust mõtlemisviisist ja selle kasutamisvõimalustest füüsika õpetamisel nii põhikoolis kui gümnaasiumis.,"Aine läbinud üliõpilane:  , 1. Analüüsib erinevaid loodusnähtusi toetudes füüsika seadustele ja printsiipidele ning kasutades korrektset terminoloogiat;, 2. Hindab kriitiliselt füüsikaalast infot eristades teaduspõhist infot pseudoteaduslikust;  , 3. Motiveerid õpilasi märkama ja loodusteaduslikult selgitama ümbritsevas elus toimuvaid loodusnähtusi ja protsesse;, 4. Kavandab ja juhendab õpilaste koduprojekte.","Kursuse jooksul rakendatakse kujundavat hindamist. Lõpuhinde kujunemiseks tuleb:
1. Esineda seminaris lühiettekandega (10p, lävend 6p)
2. Valmistada ette õpimängu (20p, lävend 14p)
3. Koostada küsimuste/vastuste materjal (20p, lävend 14p)
4. Kavandada õpilaste koduprojekt (20p, lävend 14p)

"
HVLC.05.071,HVLC.05.071,"Vene keele grammatika IV (100% e-õpe), tase C1","Russian Grammar IV (100% Web-Based), Level C1",3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",vene keel,,"bakalaureuseõpe, magistriõpe, doktoriõpe, rakenduskõrgharidusõpe, integreeritud bakalaureuse- ja magistriõpe",veebiõpe,,"Tööintervjuu.
Elukutse, eriala, amet, töökoht.
Kahtluse väljendamine. Soovitamine. Soovi väljendamine. Nõu andmine.
Hämmastuse väljendamine. Kindla arvamuse väljendamine.
Tegusõna ""töötama"" erinevate prefiksitega ja nende tähendused.
Sotsiaalmeedia ja töö.
Tegusõnad ""proovima"", ""püüdma"", ""üritama"", ""katsuma"".
Ametlik stiil. CV, avaldus, motivatsioonikiri.",Kursuse eesmärk on arendada õppijate grammatikaoskust C1 tasemel.,"Kursuse edukalt lõpetanu on avardanud teadmisi grammatikast ning oskab õpitut kasutada. Kursuse edukalt lõpetanu tunneb ning oskab C1 tasemel kasutada kursusel läbitud grammatilisi ning leksikaalseid vahendeid, oskab väljendada kahtlust, hämmastust, veendumust, soovi, soovitada ja anda nõu, oskab läbida tööintervjuud vene keles, koostada CV ning kirjutada motivatsiionikirja, teeb vahet ametliku ja mitteametiku stiili vahel.",
SVPH.00.037,SVPH.00.037,Psühholoog-nõustaja praktika,Supervised Practice in Psychological Counselling,6.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,magistriõpe,põimõpe,(SVPH.00.035 (Juhtumianalüüsi alused psühholoog-nõustajale) VÕI SVPH.00.087 (Juhtumianalüüsi alused psühholoog-nõustajale)) JA SVPH.00.036 (Seaduslikud alused ja võrgustikutöö nõustamispsühholoogias) JA SVPH.00.049 (Nõustamisoskuste treening) JA (SVPH.00.089 (Inimese psühholoogilised ressursid ja nende arendamine (psühholoog-nõustaja)) VÕI SVPH.00.034 (Inimese psühholoogilised ressursid ja nende arendamine (psühholoog-nõustaja))),"Kursuse käigus harjutatakse psühholoog-nõustaja tööd nõustamisteenust pakkuvates asutustes kogenud kutselise psühholoogi (eelistatult psühholoog-nõustaja) juhendamisel. Praktika käigus omandatakse kogemusi individuaalse nõustamise, pere- ja grupinõustamise ning kriisinõustamise valdkonnas. Kursuse käigus toimub neli seminariplokki (praktikaks ettevalmistamise faasis, kaks praktika käigus ja praktika lõppedes) kogemuste refleksiooniks. Praktika kõige mahukam osa 100 akadeemilist tundi seisneb töös psühholoogina tööjuhendamise all kutseliste kolleegide keskkonnas ning kogemuse reflekteerimises.","Kursuse eesmärk on võimaldada üliõpilasel rakendada kogenud kutselise psühholoogi, eelistatult psühholoog-nõustaja, juhendamisel eelnevates õpingutes omandatud nõustamispsühholoogia teadmisi ja oskusi reaalses nõustamiskeskkonnas. Praktika toetab üliõpilase professionaalset arengut, aidates kujundada psühholoog-nõustaja identiteeti, arendada kliendihindamise, kontseptualiseerimise, nõustamisoskuste, võrgustikutöö ja ressursipõhise lähenemise rakendamist ning kinnistada eetilist ja vastutustundlikku tegutsemisviisi.","Kursuse läbinud tudeng omab järgmisi teadmisi ja oskuseid., * Omab ülevaadet psühholoog-nõustaja peamistest töövaldkondadest ning tunneb nõustamispsühholoogia põhimõisteid ja -mudeleid ning eetilisi ja seaduslikke aluseid., * Oskab luua ja arendada kliendiga koostöö suhet., * Oskab läbi viia kliendi hindamist ja sõnastada nõustamisprotsessi fookuse ning eesmärgid vastavalt kontseptualiseeringule., * Oskab paneerida nõustamisprotsessi, kohandades seda vastavalt kliendi vajadustele ja eripäradele., * Kasutab juhendamise all sobivaid nõustamisvõtteid individuaalses, pere- või grupikontekstis ning koostab vajaliku dokumentatsiooni., * Kaasab vajadusel kliendi tugivõrgustiku ja teeb koostööd teiste spetsialistidega., * Reflekteerib oma professionaalset arengut ja oskusi, tunnistab oma tugevusi ja arenguvajadusi., * Tegutseb eetiliselt ja vastutustundlikult, hoides kliendi turvalisust ning järgides seaduslikke ja kutse-eetilisi nõudeid.",Lõpptulemus kujuneb juhendaja hinnagu ja enesereflektsiooni sisaldava juhtumianalüüsi alusel.
P2OG.01.027,P2OG.01.027,Pärimisõigus,Law of Inheritance,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,P2OG.01.030 (Tsiviilõiguse üldosa) JA P2OG.01.088 (Võlaõiguse üldosa) JA P2OG.01.031 (Asjaõigus) JA P2OG.01.032 (Perekonnaõigus),"Kursuse raames käsitletakse pärimisõiguse põhimõtteid ja peamisi mõisteid; seadus-, testamendi- ja pärimislepingujärgset pärimist Eestis ning võrreldakse neid teiste Euroopa maade vastavate pärimisõiguse instituutidega.Samuti leiab käsitlemist pärimise käik ja pärimisõigusega seonduv notari- ning kohtupraktika.","Õppeaine eesmärgiks on anda üliõpilastele teadmised pärimisõiguse teooriast ja kohaldamise praktikast, oskused lahendada pärimisõiguse alaseid vaidlusi ja nõustada pärimisega seonduvaid toimingutes.","Õppeaine läbinud õppija:, *	teab pärimisõiguse põhimõtteid; 
*	tunneb pärimisõiguse põhilisi mõisteid;
*	mõistab ja oskab selgitada pärimisõiguse instituutide olemust;
*	tunneb pärimismenetluse etappe;
*	tunneb olulisemaid pärimisega seonduvaid nõudeid;
*	mõistab ja oskab selgitada pärimisõiguse seoseid teiste õigusharudega;
*	tunneb ja oskab kasutada pärimisõiguse valdkonna kirjandust ja kohtupraktikat;
*      oskab analüüsida pärimisõiguslikke probleeme ja pakkuda lahendusi;
*      omab ülevaadet pärimisõiguse reguleerimise põhimõtetest rahvusvahelisel ja Euroopa Liidu tasemel;
*      oskab planeerida rühmatööd ja töötada tõhusalt grupis õigusliku probleemi lahendamisel
* põhjalikult analüüsima ja argumenteerima ning õigusülesandeid loovalt lahendama
* end suuliselt ja kirjalikult korrektselt väljendama

Õppetöö toimub loengute ja seminaride vormis. 
Üliõpilane omandab pärimisõiguslike kaasuste lahendamise metoodika ja saab vajaliku oskuse kaasuste lahendamiseks nii pärimisseaduse kui teiste asjassepuutuvate õigusnormide alusel.","Lõplik hinne aines kujuneb järgmiselt:
- Eksam 100%
Õppejõul on õigus anda lisapunkte aktiivse ja asjakohase loengutes ja seminarides kaasatöötamise, lisandväärtust loova lahenduse ning kontrolltöö silmapaistva tulemuse eest. Lisapunkte on võimalik teenida ka Wikipedia artiklite kirjutamise eest."
MTMM.00.046,MTMM.00.046,Matemaatika ajalugu,History of Mathematics,3.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,bakalaureuseõpe,lähiõpe,(MTMM.00.341 (Kõrgem matemaatika II) VÕI LTMS.00.022 (Ühe muutuja matemaatiline analüüs) VÕI LTMS.00.070 (Matemaatiline analüüs II)) JA MTMM.00.038 (Algebra I) JA (LTMS.00.051 (Analüütiline geomeetria (2. osa)) VÕI MTMM.00.327 (Analüütiline geomeetria)),"Matemaatika mõistete, ideede, saavutuste areng ajaloolises käsitluses nende geneesist lähtudes. Rõhutatakse seoseid üldajaloo ja kultuuriajaloo ning matemaatika õpetamise metoodiliste probleemidega.","Antud loengute kursuse eesmärk on anda üliõpilastele ettekujutus sellest, kuidas toimus matemaatiliste mõistete ja ideede areng ajaloolises käsitluses.","Selle kursuse läbinud üliõpilane:, 1. omab ettekujutust matemaatiliste teadmiste tasemest Mesopotaamias, Egiptuses, Hiinas, Indias, Jaapanis ja Islamimaades;, 2. teab peamisi Antiik-Kreeka matemaatikuid ning nende koolkondade tegevust;, 3. teab matemaatika teadmiste taset Euroopas keskajast kuni 17. sajandini;, 4. omab ettekujutust erinevate matemaatika valdkondade arengust 18.-20. sajandil.",Arvestuse saamiseks tuleb arvestustöö eest koguda vähemalt 50% punktidest.
SOSS.04.206,SOSS.04.206,Bakalaureusetöö sotsiaaltöö ja sotsiaalpoliitika erialal,Graduation Thesis in Social Work and Social Policy,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Bakalaureusetöö on üliõpilase stuudiumi lõpetav iseseisev sotsiaaltöö alane teaduslik töö. Bakalaureusetöö eesmärk on anda üliõpilasele võimalus uurida põhjalikumalt üht piiritletud sotsiaaltöö probleemi; õpetada otsima, refereerima ja analüüsima erialast kirjandust; õpetada kasutama sotsiaalteaduste uurimis- ja andmetöötlusmeetodeid; õpetada kirjutama kokkuvõtet käsitletud probleemist ja saadud uurimistulemustest.
Sotsioloogia ja sotsiaalpoliitika instituudis kaitstava kolmeaastase õppekava bakalaureusetöö sisulise osa maht on soovituslikult mitte vähem kui 25 lk ja mitte rohkem kui 40 lk. Sisulisele mahule lisanduvad kasutatud kirjanduse (viidatud allikate) loetelu, lisad ja võõrkeelne töö kokkuvõte.","1. Hinnata õppekava eesmärkide saavutamist üliõpilaste poolt. 2. Võimaldada üliõpilasel demonstreerida õpingute jooksul omandatud erialaseid teadmisi, oskusi, väärtusi ja kogemusi iseseisvas uurimistöös.","Lõputöö edukalt kaitsnud üliõpilane:, - oskab püstitada uurimisprobleemi ning valida selle käsitlemiseks sobiva uurimismetoodika;, - oskab asetada oma uurimuse üldisemasse teoreetilisse konteksti;, - oskab oma tööd optimaalselt struktureerida;, - oskab argumenteerida oma seisukohti;, - oskab kasutada erialast terminoloogiat;, - oskab kasutada erinevaid allikmaterjale ning neile korrektselt viidata.",
MJRI.03.091,MJRI.03.091,Majanduspoliitika,Economic Policy,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,bakalaureuseõpe,põimõpe,,"Käsitletakse majanduspoliitika eesmärke ja vahendeid teooria erinevate suundade seisukohalt. Normatiivse lähenemise raames tuginetakse turutõrgete teooriale ja otsitakse vastust küsimusele - kuidas peaks majanduspoliitikat ühiskonna huvides tegema. Positivistlikku suunda käsitletakse poliitika majandusliku teooria (Public Choice) alusel, mis otsib vastust küsimusele - kuidas majanduspoliitikat tegelikult tehakse. Käsitletakse ka nn demokraatliku majanduspoliitika teooriat, mis püüab integreerida positivistlikku ja normatiivset suunda ning avada teadusliku poliitikanõustamise probleeme ja võimalusi.","Tutvustada üliõpilastele riigi majandusse sekkumise üldisi põhjuseid, selle konkreetseid eesmärke ja vahendeid nii normatiivse kui ka positivistliku teooria  seisukohalt.","Õppeaine läbinud õppija:, Üliõpilased oskavad eristada majanduspoliitika praktikat ja teooriat ning nende põhisuundi, sh majanduspoliitika makro- ja mikrotasandit, korra-, struktuuri- ja protsessipoliitikat ning majanduspoliitika teooria normatiivset ja positivistlikku suunda;
tunnevad majanduspoliitika võimalikke eesmärke ning nende vahekorra ja valiku probleeme; tunnevad riigi majanduspoliitika põhilisi finants- ja õiguslikke instrumente, sh avaliku sektori rolli; eristavad turutõrkeid, nendega kaasnevaid võimalikke heaolukadusid ning majanduspoliitilisi vastumeetmeid; mõistavad riigitõrgete tekke põhjuseid ning nende tagajärgi; oskavad hinnata majanduspoliitiliste meetmete staatilist ja dünaamilist efektiivsust; oskavad seletada reaalset poliitikat kui erinevate poliitikasubjektide koostegevuse tulemust ning seostada riigitõrgete probleemi ühiskondlike ja poliitiliste institutsioonidega.",50% of work during semester + 50% of a final exam (closed books).
LTAT.02.019,LTAT.02.019,Videomängude arengulugu,Evolution of Video Games,3.0,kevad,"Eristamata (arv, m.arv, mi)","inglise keel, eesti keel",,"bakalaureuseõpe, magistriõpe",veebiõpe,,"See kursus on sissejuhatus videomängude arengusse, kus õpilased saavad ülevaate videomängude kasvu erinevatest aspektidest ja muutustest läbi ajaloo. Sellel kursusel käsitletakse selliseid teemasid nagu videomängude eluiga ja neid mõjutavad tegurid, turustamine, mängude žanrid, riistvara, dematerialiseerimine ja muud. Kursusel käsitletakse konsooli-, arvuti-, virtuaalreaalsust ja mobiilimänge - nende arengut, riistvara, uuendusi ja näiteid.","Kursuse eesmärgiks on anda teadmisi ja arusaamist, läbi ajaloo, olulistest innovatiivsetest muudatustest, rakendustest ja leiutistest videomängude sfääris. Uurime, mis paneb mänge toimima, kuidas neid müüa, millised ettevõtted on videomänge loonud. Kursus annab sissejuhatuse ja inspiratsiooni videomängude valdkonda ja nende arendamisse. Sihtrühma võivad kuuluda: tulevased videomängude arendajad, ajakirjanikud, voogesitajad.","Peale kursuse läbimise, õpilane:, * On omandanud tugevad teadmised videomängude ja nende kujundamise kohta, mis võib motiveerida mänguarenduse valdkonda veelgi süvenema., * Oskab täpselt määratleda sündmusi, mis tingisid muudatusi tänapäevastes videomängudes ja nende äris., * On tuttav tähtsate ajalooliste videomängude riistvaraga ja tehniliste vahenditega., * Teab, oskab selgitada, analüüsib ja arutab videomängude, nende kujunduse, mängukontrollerite, turu- ja äritavade muutuste ja võtmesündmuste üle.","Selleks, et saada arvestust, tuleb koguda vähemalt 90 punkti (75%) maksimaalsest 120st."
OIAO.06.029,OIAO.06.029,Õiguse psühholoogia,Psychology and Law,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,"bakalaureuseõpe, magistriõpe",põimõpe,"(P2OG.03.094 (Inimene, ühiskond ja õigus) VÕI P2OG.03.093 (Sissejuhatus psühholoogiasse) VÕI OIAO.01.059 (Inimene, ühiskond ja õigus) VÕI OIAO.01.053 (Sissejuhatus psühholoogiasse))","Õppeaines käsitletakse seda, kuidas psühholoogiateadus aitab panustada erinevates õigusvaldkondades oluliste küsimuste mõistmisse. Kursusel käsitletakse selliseid teemasid nagu isikute küsitlemine, meenutamine ja valemälestused, koostööaltis ja vastupanu osutavate isikutega suhtlemine ja nende küsitlemine, valetamine ja selle tuvastamine, infokogumine ja otsuste tegemine.",Õppeaine eesmärgiks on anda ülevaade õiguspsühholoogia uurimisvaldkondadest ja psühholoogiateadmiste kasutamisest õigussüsteemis (erinevates õigusvaldkondades).,"Õppeaine eduka läbimise järel üliõpilane:, 1. teab ja oskab selgitada peamisi õiguspsühholoogia mõisteid ja käsitlusi, 2. analüüsib õiguspsühholoogia teadmiste, nende kasutusvõimaluste ja kasulikkuse üle praktikas, 3. oskab põhjendada oma arvamusi ja seisukohti, tuginedes psühholoogiaalasele teadusuuringutele ja õiguspsühholoogia teadmistele, 4. rakendab õiguspsühholoogia teadmisi","Hinne koosneb viiest osast:
1) Õpitestid (kuni 12 punkti)
2) Refleksioonipostitused (kuni 16 punkti)
3) Seminarides ettevalmistatuna kaasatöötamine (kuni 21 punkti)
4) Kodutöö (kuni 20 punkti)
5) Kontrolltöö (kuni 31 punkti)

Aine läbimiseks on vaja koguda vähemalt 51 punkti. Lisaks sellele on aine läbimiseks vajalik, et 51% ulatuses ehk minimaalsel positiivsel määral on sooritatud nii õpitestid, kodutöö kui kontrolltöö. See tagab, et aine läbimisel on saavutatud baastase kõikides õpiväljundites.

Aine jooksul on võimalik koguda lisapunkte. Lisapunktid ei asenda eelpool loetletud hinde osade 51% ulatuses täitmist.

Kursuse hinne peegeldab kursusel kogutud punkte."
LOFY.03.084,LOFY.03.084,Optika praktikum,Practical Works on Optics,3.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,,bakalaureuseõpe,lähiõpe,,"Laboratoorne praktikum, mis õpetab üliõpilasi kasutama lihtsamaid optika mõõteriistu ja tegema optikaalaseid mõõtmisi.  Kursus sisaldab 12 praktilist tööd optika vallast.",Anda vajalikud teadmised ja oskused laboratoorsete tööde sooritamiseks optika kursuse raames.,"Praktikumis arvestuse saanud üliõpilane, * oskab kasutada enamlevinud optika mõõteriistu;, * oskab vormistada katsetulemuste aruannet.","Õpilane saab arvestuse, kui ta on edukalt sooritanud ja kaitsnud  vajalik arv  töid."
FLLC.08.004,FLLC.08.004,Hiina kirjandus,Chinese Literature,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,"bakalaureuseõpe, magistriõpe, doktoriõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,"Kursusel käsitletakse Hiina kirjakeele ja kirjanduse ajaloo perioode, kirjanduse põhižanre, teoseid ja autoreid tihedas seoses Hiina kultuuri ja ajaloo laiema kontekstiga. Seminarides loetakse ja analüüsitakse mõningaid teoseid. Üliõpilased valmistavad ette seminaritöid ja -ettekandeid.","Kursuse eesmärk on anda ülevaade Hiina kirjakeele tekkimisest ja arengust, Hiina kirjanduse perioodidest, põhiteostest ja -žanritest ning -autoritest muistsest perioodist tänapäevani välja. Kirjandusprotsessi käsitletakse tihedas seoses ajaloo, kultuuri ja mõttelooga.","Kursuse läbinud üliõpilane: (1) tunneb üldjoontes Hiina kirjanduse perioode; (2) tunneb Hiina kirjanduse olulisemaid žanre, teoseid ja autoreid; (3) suudab seostada kursuse jooksul käsitletud Hiina kirjanduse teoseid ja autoreid laiema ajaloolis-kultuurilise kontekstiga; (4) tunneb eesti keelde tõlgitud Hiina kirjanduse teoseid ja nende sisu.","Ettekanded ja sõnavõtud seminarides (20%)
Essee ühest loetud raamatust (40%)
Suuline eksam (40%)"
